Reconstruction lambda,SNR,Data points,Fisher information, RNMSE
0.005,0,9,2.2552e-140,8.8302e-06
0.005,0,10,3.5971e-125,1.0113e-05
0.005,0,1,0,1.0581
0.005,0,2,8.7945e-275,109.8012
0.005,0,3,2.2148e-245,1.002
0.005,0,4,1.5085e-221,1.5409
0.005,0,5,1.3051e-203,3.3182e-05
0.005,0,6,2.6864e-187,2.8615e-05
0.005,0,7,3.024e-171,2.5187e-05
0.005,0,8,1.5671e-155,1.8544e-05
0.005,0,9,9.8651e-141,1.5479e-05
0.005,0,10,2.2545e-126,1.6192e-05
0.005,0,1,0,1.0395
0.005,0,2,1.1598e-272,10.0993
0.005,0,3,7.1555e-244,1.011
0.005,0,4,1.4891e-221,1.2546
0.005,0,5,6.0549e-204,1.1028
0.005,0,6,1.0595e-186,1.1619
0.005,0,7,3.977e-171,3.9452e-05
0.005,0,8,1.4773e-155,1.4723e-05
0.005,0,9,1.1e-140,1.4246e-05
0.005,0,10,2.4745e-125,1.4923e-05
0.005,0,1,0,1.0372
0.005,0,2,3.7368e-271,2.201
0.005,0,3,2.3496e-244,1.2729
0.005,0,4,3.3963e-217,1.2218
0.005,0,5,1.9294e-206,1.3122
0.005,0,6,3.3955e-190,0.00015506
0.005,0,7,2.8138e-173,0.00015679
0.005,0,8,1.1149e-158,2.6335e-05
0.005,0,9,2.6882e-144,1.9049e-05
0.005,0,10,9.9538e-130,1.4404e-05
0.005,0,1,0,1.0336
0.005,0,2,1.6043e-272,6.2954
0.005,0,3,6.6501e-244,1.0834
0.005,0,4,1.031e-222,0.00020916
0.005,0,5,2.4806e-204,1.1041
0.005,0,6,2.9409e-187,1.2304
0.005,0,7,3.3199e-171,5.9142e-05
0.005,0,8,6.9646e-156,6.2184e-05
0.005,0,9,9.5725e-142,5.7915e-05
0.005,0,10,8.5629e-127,2.231e-05
0.005,0,1,0,1.0455
0.005,0,2,7.8977e-276,16.7128
0.005,0,3,3.3299e-247,1.0143
0.005,0,4,1.2876e-225,0.00012645
0.005,0,5,2.5102e-204,4.3026e-05
0.005,0,6,1.2875e-187,2.9006e-05
0.005,0,7,7.0425e-171,3.11e-05
0.005,0,8,2.3563e-156,2.9969e-05
0.005,0,9,1.3228e-141,2.4582e-05
0.005,0,10,1.2544e-127,3.1859e-05
0.005,0,1,0,1.051
0.005,0,2,5.1653e-281,211.6158
0.005,0,3,4.1721e-247,1.0027
0.005,0,4,7.2712e-226,1.338
0.005,0,5,5.3497e-205,1.334
0.005,0,6,2.7013e-187,0.00011234
0.005,0,7,8.8232e-172,0.00011252
0.005,0,8,5.7461e-156,2.3425e-05
0.005,0,9,5.2526e-140,2.2023e-05
0.005,0,10,6.1742e-126,2.5547e-05
0.005,0,1,0,1.0484
0.005,0,2,1.8167e-265,1.1019
0.005,0,3,5.4028e-239,1.099
0.005,0,4,1.0026e-221,1.1494
0.005,0,5,1.1567e-203,1.1477
0.005,0,6,3.0525e-186,1.1476
0.005,0,7,3.0515e-170,3.2365e-05
0.005,0,8,4.3444e-155,9.2027e-06
0.005,0,9,3.9065e-140,9.1212e-06
0.005,0,10,5.9359e-126,7.9604e-06
0.005,0,1,0,1.0274
0.005,0,2,1.5341e-273,5.2102
0.005,0,3,6.0432e-246,1.0054
0.005,0,4,5.2998e-222,1.1636
0.005,0,5,7.5116e-204,1.0919
0.005,0,6,4.8168e-187,1.1653
0.005,0,7,3.0089e-171,2.8273e-05
0.005,0,8,1.1658e-156,2.3014e-05
0.005,0,9,1.4796e-141,2.0553e-05
0.005,0,10,3.2383e-127,2.1605e-05
0.005,0,1,0,1.0624
0.005,0,2,2.1603e-279,1.0009
0.005,0,3,1.6211e-247,1.0089
0.005,0,4,1.6059e-225,0.87836
0.005,0,5,6.0224e-204,0.00046458
0.005,0,6,8.4111e-184,0.00020043
0.005,0,7,1.4178e-166,0.00019491
0.005,0,8,1.7284e-154,0.00019455
0.005,0,9,1.2617e-141,0.00019413
0.005,0,10,3.4128e-131,0.00019421
0.005,0,1,0,1.0464
0.005,0,2,4.3033e-265,1.1007
0.005,0,3,8.8912e-240,1.1195
0.005,0,4,2.7471e-220,1.0191
0.005,0,5,1.3842e-202,1.952e-05
0.005,0,6,7.0929e-186,1.7834e-05
0.005,0,7,2.7605e-170,1.583e-05
0.005,0,8,8.0584e-155,1.4485e-05
0.005,0,9,4.4721e-140,6.4028e-06
0.005,0,10,2.0973e-125,5.735e-06
0.005,0,1,0,1.0297
0.005,0,2,2.2211e-269,3.054
0.005,0,3,8.8014e-242,4.136
0.005,0,4,9.2278e-222,1.1259
0.005,0,5,1.0352e-204,0.00042525
0.005,0,6,5.8982e-190,1.0878
0.005,0,7,1.2318e-173,0.00012742
0.005,0,8,2.3025e-158,0.00012146
0.005,0,9,5.4023e-143,4.6385e-05
0.005,0,10,1.8717e-128,4.2394e-05
0.005,0,1,0,1.0125
0.005,0,2,2.3172e-271,1.1301
0.005,0,3,1.7241e-240,1.1905
0.005,0,4,1.4053e-222,1.117
0.005,0,5,2.5112e-205,1.0758
0.005,0,6,5.5341e-188,1.0506
0.005,0,7,2.0039e-171,0.00030225
0.005,0,8,1.4367e-156,0.00030284
0.005,0,9,6.3177e-141,2.1347e-05
0.005,0,10,1.5507e-126,2.0795e-05
0.005,0,1,0,1.0115
0.005,0,2,3.2472e-269,1.024
0.005,0,3,5.8789e-241,1.0406
0.005,0,4,1.145e-220,0.98336
0.005,0,5,2.6092e-204,1.2302
0.005,0,6,5.375e-189,2.2317e-05
0.005,0,7,1.7847e-171,2.3339e-05
0.005,0,8,3.7433e-156,1.8906e-05
0.005,0,9,1.7324e-140,1.9434e-05
0.005,0,10,1.4514e-125,1.0847e-05
0.005,0,1,0,1.0564
0.005,0,2,6.0115e-270,4.0198
0.005,0,3,1.1875e-243,1.0113
0.005,0,4,1.6357e-220,1.3452
0.005,0,5,3.0733e-203,1.2103
0.005,0,6,1.1148e-186,2.9345e-05
0.005,0,7,2.3551e-170,1.5652e-05
0.005,0,8,3.1365e-155,1.5759e-05
0.005,0,9,9.2665e-141,1.4497e-05
0.005,0,10,6.4626e-127,1.075e-05
0.005,0,1,0,1.0424
0.005,0,2,6.6954e-270,6.1988
0.005,0,3,4.616e-241,1.4106
0.005,0,4,1.6595e-221,1.2602
0.005,0,5,2.6302e-204,7.9413e-05
0.005,0,6,2.4341e-187,5.7047e-05
0.005,0,7,5.8566e-171,2.1463e-05
0.005,0,8,2.8679e-155,2.0009e-05
0.005,0,9,2.7848e-140,1.9621e-05
0.005,0,10,1.0277e-125,1.5097e-05
0.005,0,1,0,1.0324
0.005,0,2,8.309e-274,24.4613
0.005,0,3,5.7054e-246,1.0529
0.005,0,4,3.534e-221,1.177
0.005,0,5,1.3135e-203,1.1802
0.005,0,6,2.53e-187,0.00014853
0.005,0,7,1.2839e-171,0.00014437
0.005,0,8,1.4649e-156,0.00014752
0.005,0,9,2.2166e-142,0.00012401
0.005,0,10,6.2558e-129,0.00012186
0.005,0,1,0,1.0577
0.005,0,2,1.3486e-277,134.6859
0.005,0,3,4.1719e-245,1.3652
0.005,0,4,4.6252e-223,1.1111
0.005,0,5,3.6401e-205,0.72708
0.005,0,6,2.1334e-188,5.0412e-05
0.005,0,7,2.112e-171,2.2252e-05
0.005,0,8,3.7737e-156,2.2743e-05
0.005,0,9,4.1579e-141,2.1805e-05
0.005,0,10,4.1511e-126,1.4632e-05
0.005,0,1,0,1.0299
0.005,0,2,1.8454e-265,1.7977
0.005,0,3,1.0518e-241,1.0756
0.005,0,4,5.6731e-222,1.3062
0.005,0,5,2.5787e-204,0.703
0.005,0,6,5.6895e-187,0.6996
0.005,0,7,4.4738e-171,4.4966e-05
0.005,0,8,1.1155e-155,4.7557e-05
0.005,0,9,9.4791e-142,1.1421e-05
0.005,0,10,5.4219e-127,1.6535e-05
0.005,0,1,0,1.0417
0.005,0,2,2.7416e-277,36.2327
0.005,0,3,1.522e-243,1.007
0.005,0,4,4.5314e-223,1.4815
0.005,0,5,3.8787e-204,4.725e-05
0.005,0,6,2.0875e-185,3.8182e-05
0.005,0,7,1.3122e-168,3.0251e-05
0.005,0,8,5.0161e-155,3.4606e-05
0.005,0,9,1.3466e-142,3.3587e-05
0.005,0,10,1.6527e-127,3.1891e-05
0.005,0,1,0,1.0474
0.005,0,2,5.8446e-265,1.0899
0.005,0,3,1.0795e-239,1.1419
0.005,0,4,5.9083e-221,1.2297
0.005,0,5,4.3319e-203,3.6442e-05
0.005,0,6,2.3328e-186,3.6055e-05
0.005,0,7,7.0465e-171,1.8449e-05
0.005,0,8,5.1439e-155,1.3289e-05
0.005,0,9,1.218e-140,1.177e-05
0.005,0,10,5.6639e-127,9.6003e-06
0.005,0,1,0,1.0307
0.005,0,2,9.4918e-264,1.0022
0.005,0,3,1.0591e-241,2.925
0.005,0,4,6.7481e-222,0.0002108
0.005,0,5,8.3552e-203,4.956e-05
0.005,0,6,3.6363e-186,4.9767e-05
0.005,0,7,5.7086e-171,4.7856e-05
0.005,0,8,3.6066e-156,7.5101e-06
0.005,0,9,5.0893e-141,6.7438e-06
0.005,0,10,1.3601e-126,6.2769e-06
0.005,0,1,0,1.0383
0.005,0,2,1.6347e-266,1.1007
0.005,0,3,4.1504e-239,1.0642
0.005,0,4,6.0538e-219,1.0408
0.005,0,5,3.8423e-200,0.00016404
0.005,0,6,2.4803e-184,1.3905
0.005,0,7,2.8662e-168,2.0523e-05
0.005,0,8,2.4101e-154,1.6805e-05
0.005,0,9,2.8545e-141,1.6733e-05
0.005,0,10,5.2584e-126,1.0453e-05
0.005,0,1,0,1.0194
0.005,0,2,5.6488e-262,1.4145
0.005,0,3,1.5732e-241,5.8038
0.005,0,4,2.845e-223,0.00014889
0.005,0,5,4.4392e-203,6.3776e-05
0.005,0,6,1.7566e-186,5.9045e-05
0.005,0,7,2.0682e-170,3.1903e-05
0.005,0,8,3.834e-155,1.0529e-05
0.005,0,9,6.6417e-140,1.1514e-05
0.005,0,10,6.1701e-126,1.1331e-05
0.005,0,1,0,1.0234
0.005,0,2,1.8647e-266,1.081
0.005,0,3,1.2062e-240,1.0722
0.005,0,4,1.9715e-221,1.0897
0.005,0,5,6.417e-204,1.1564
0.005,0,6,7.006e-187,1.061
0.005,0,7,9.3759e-171,2.9652e-05
0.005,0,8,8.7757e-156,2.634e-05
0.005,0,9,8.1121e-141,8.9041e-06
0.005,0,10,5.7105e-127,1.0074e-05
0.005,0,1,0,1.0393
0.005,0,2,4.0997e-270,5.0177
0.005,0,3,9.883e-242,4.9709
0.005,0,4,8.9301e-222,1.6109
0.005,0,5,1.8245e-205,5.1018e-05
0.005,0,6,2.5392e-188,1.7535e-05
0.005,0,7,1.1827e-172,1.6998e-05
0.005,0,8,8.8075e-157,1.7821e-05
0.005,0,9,5.0671e-141,1.0416e-05
0.005,0,10,1.5521e-126,1.1503e-05
0.005,0,1,0,1.0346
0.005,0,2,5.8241e-266,1.1104
0.005,0,3,9.3289e-241,1.1325
0.005,0,4,1.7568e-220,0.96499
0.005,0,5,9.3932e-203,9.9529e-05
0.005,0,6,1.9307e-186,5.0959e-05
0.005,0,7,1.5487e-170,2.5612e-05
0.005,0,8,7.6917e-155,2.5835e-05
0.005,0,9,3.9617e-140,1.4762e-05
0.005,0,10,6.5364e-126,1.6776e-05
0.005,0,1,0,1.0212
0.005,0,2,9.2912e-268,1.3972
0.005,0,3,9.7414e-241,1.3078
0.005,0,4,4.5847e-215,3.8365
0.005,0,5,1.8915e-204,0.00010575
0.005,0,6,2.2503e-190,1.1311
0.005,0,7,2.2326e-173,5.086e-05
0.005,0,8,2.1696e-157,4.3769e-05
0.005,0,9,3.648e-142,4.5148e-05
0.005,0,10,1.082e-126,1.8225e-05
0.005,0,1,0,1.0251
0.005,0,2,3.8488e-274,4.167
0.005,0,3,3.7173e-245,1.9227
0.005,0,4,1.0589e-222,1.0995
0.005,0,5,3.8412e-204,0.82677
0.005,0,6,1.0484e-187,1.207
0.005,0,7,7.9281e-171,4.0352e-05
0.005,0,8,1.2625e-155,3.7518e-05
0.005,0,9,8.1047e-141,1.8475e-05
0.005,0,10,2.5519e-126,1.7469e-05
0.005,0,1,0,1.0428
0.005,0,2,1.0216e-274,22.7195
0.005,0,3,7.5884e-245,1.2879
0.005,0,4,2.066e-223,1.1433
0.005,0,5,3.8938e-205,1.2372
0.005,0,6,1.447e-188,1.0764
0.005,0,7,9.502e-172,3.4143e-05
0.005,0,8,1.5091e-156,1.5085e-05
0.005,0,9,1.8485e-141,1.4862e-05
0.005,0,10,3.8825e-127,1.4758e-05
0.005,0,1,0,1.0139
0.005,0,2,3.3834e-273,2.5135
0.005,0,3,2.5962e-247,0.69619
0.005,0,4,1.6225e-222,1.0608
0.005,0,5,4.937e-205,0.72359
0.005,0,6,2.0051e-188,0.0001167
0.005,0,7,3.6384e-172,7.2904e-05
0.005,0,8,5.9632e-158,3.6808e-05
0.005,0,9,7.2529e-143,2.9614e-05
0.005,0,10,1.9545e-128,1.2489e-05
0.005,0,1,0,1.0589
0.005,0,2,8.467e-282,1.4674
0.005,0,3,9.1154e-249,1.811
0.005,0,4,3.4587e-230,0.0022325
0.005,0,5,8.3635e-208,6.3993e-05
0.005,0,6,1.2199e-188,5.8712e-05
0.005,0,7,2.3612e-172,6.1751e-05
0.005,0,8,2.3751e-156,3.8971e-05
0.005,0,9,1.8042e-141,2.0173e-05
0.005,0,10,5.7705e-126,1.9038e-05
0.005,0,1,0,1.0201
0.005,0,2,5.6258e-270,3.714
0.005,0,3,9.5207e-245,1.0069
0.005,0,4,1.7786e-220,1.0241
0.005,0,5,1.3518e-203,0.8388
0.005,0,6,2.5711e-187,9.3849e-05
0.005,0,7,2.8491e-171,9.5184e-05
0.005,0,8,1.6775e-155,3.9102e-05
0.005,0,9,5.0075e-140,2.4318e-05
0.005,0,10,8.9314e-126,2.0701e-05
0.005,0,1,0,1.0491
0.005,0,2,2.2079e-280,929.6008
0.005,0,3,1.1032e-245,1.0015
0.005,0,4,3.6812e-221,1.6008
0.005,0,5,2.3533e-204,0.76188
0.005,0,6,1.442e-187,3.23e-05
0.005,0,7,3.914e-171,2.5416e-05
0.005,0,8,2.4975e-156,2.4672e-05
0.005,0,9,4.1346e-140,1.8636e-05
0.005,0,10,3.6174e-126,1.9269e-05
0.005,0,1,0,1.0389
0.005,0,2,3.7009e-277,32.9868
0.005,0,3,6.9348e-246,1.0095
0.005,0,4,9.994e-223,1.2984
0.005,0,5,5.7252e-204,1.3033
0.005,0,6,2.1193e-187,6.1861e-05
0.005,0,7,1.9993e-171,4.97e-05
0.005,0,8,2.6952e-156,4.012e-05
0.005,0,9,5.6864e-142,4.1765e-05
0.005,0,10,4.2256e-128,3.9704e-05
0.005,0,1,0,1.0631
0.005,0,2,5.0992e-278,414.0431
0.005,0,3,5.5201e-245,1.002
0.005,0,4,2.1823e-221,1.1715
0.005,0,5,1.2676e-203,1.1634
0.005,0,6,2.4863e-187,7.1661e-05
0.005,0,7,5.4247e-171,7.015e-05
0.005,0,8,1.1643e-155,6.7479e-05
0.005,0,9,8.0466e-141,6.4272e-05
0.005,0,10,1.0441e-126,3.1046e-05
0.005,0,1,0,1.0353
0.005,0,2,5.4329e-264,1.1634
0.005,0,3,4.2435e-240,3.0672
0.005,0,4,6.6852e-221,1.4315
0.005,0,5,3.6369e-203,1.0259
0.005,0,6,3.1069e-186,1.6396e-05
0.005,0,7,6.7718e-170,1.4945e-05
0.005,0,8,6.256e-155,8.5107e-06
0.005,0,9,5.9059e-140,6.8332e-06
0.005,0,10,1.1021e-125,6.565e-06
0.005,0,1,0,1.0324
0.005,0,2,3.201e-266,1.0405
0.005,0,3,2.0085e-239,1.0005
0.005,0,4,7.8205e-221,0.00017675
0.005,0,5,1.9874e-201,0.00013754
0.005,0,6,7.3072e-188,0.00014329
0.005,0,7,2.5514e-175,0.00013661
0.005,0,8,3.9824e-161,0.00014081
0.005,0,9,2.0618e-146,6.8786e-05
0.005,0,10,2.5253e-132,5.7416e-05
0.005,0,1,0,1.0252
0.005,0,2,8.522e-273,1.6676
0.005,0,3,3.6606e-247,1.0984
0.005,0,4,7.8526e-224,1.1382
0.005,0,5,3.8485e-204,1.0457
0.005,0,6,3.1878e-187,0.0002293
0.005,0,7,8.1718e-171,2.8293e-05
0.005,0,8,5.2383e-155,2.5583e-05
0.005,0,9,1.1214e-140,2.5568e-05
0.005,0,10,3.989e-126,1.6515e-05
0.005,0,1,0,1.063
0.005,0,2,6.0971e-278,266.8053
0.005,0,3,9.7231e-243,1.0621
0.005,0,4,6.5903e-221,1.2172
0.005,0,5,1.5554e-203,1.1863
0.005,0,6,1.1717e-189,1.1543
0.005,0,7,7.5063e-177,0.00018764
0.005,0,8,3.0625e-160,0.0001906
0.005,0,9,9.516e-145,2.748e-05
0.005,0,10,5.6701e-130,2.0012e-05
0.005,0,1,0,1.0353
0.005,0,2,5.5649e-272,13.3881
0.005,0,3,6.5294e-245,1.0003
0.005,0,4,1.8759e-221,1.0968
0.005,0,5,1.7763e-203,1.1019
0.005,0,6,3.0312e-187,0.79645
0.005,0,7,7.9073e-171,2.555e-05
0.005,0,8,1.7532e-155,2.7126e-05
0.005,0,9,1.4662e-141,2.489e-05
0.005,0,10,1.7988e-126,2.4473e-05
0.005,0,1,0,1.0264
0.005,0,2,7.9951e-275,22.7839
0.005,0,3,4.72e-243,1.0032
0.005,0,4,5.2899e-222,1.2445
0.005,0,5,5.6898e-204,5.9373e-05
0.005,0,6,2.0168e-185,4.2493e-05
0.005,0,7,8.7043e-169,3.8783e-05
0.005,0,8,9.8949e-156,3.9295e-05
0.005,0,9,1.0101e-142,4.4264e-05
0.005,0,10,1.6805e-128,3.4628e-05
0.005,0,1,0,1.042
0.005,0,2,1.5952e-281,823.4845
0.005,0,3,1.855e-246,1.0076
0.005,0,4,7.223e-225,1.1702
0.005,0,5,7.9901e-206,1.1297
0.005,0,6,1.7905e-188,6.5135e-05
0.005,0,7,4.6916e-172,1.701e-05
0.005,0,8,4.2946e-156,1.4106e-05
0.005,0,9,7.1515e-141,1.5153e-05
0.005,0,10,1.1195e-126,1.456e-05
0.005,0,1,0,1.0627
0.005,0,2,1.8094e-281,1288.267
0.005,0,3,4.0195e-245,1.0245
0.005,0,4,5.6407e-222,1.203
0.005,0,5,1.3412e-204,1.2122
0.005,0,6,3.0151e-188,3.8977e-05
0.005,0,7,1.3444e-171,1.5811e-05
0.005,0,8,2.1626e-156,1.5079e-05
0.005,0,9,5.1768e-142,1.4199e-05
0.005,0,10,4.5517e-128,1.3838e-05
0.005,0,1,0,1.1043
0.005,0,2,1.9272e-278,1.0065
0.005,0,3,2.3225e-251,1.3765
0.005,0,4,3.509e-228,0.63494
0.005,0,5,2.4199e-206,1.0826
0.005,0,6,1.5463e-189,1.8049e-05
0.005,0,7,1.2145e-172,1.7006e-05
0.005,0,8,1.0362e-157,1.3416e-05
0.005,0,9,1.9195e-142,1.1993e-05
0.005,0,10,1.7496e-127,7.8706e-06
0.005,0,1,0,1.0684
0.005,0,2,1.1564e-279,1.0285
0.005,0,3,1.4855e-250,12.6993
0.005,0,4,2.7712e-222,1.0028
0.005,0,5,1.5844e-204,0.0002086
0.005,0,6,1.2021e-190,0.00020295
0.005,0,7,8.3001e-177,0.00017301
0.005,0,8,2.5376e-158,0.00017118
0.005,0,9,2.223e-146,0.00015964
0.005,0,10,6.6516e-135,0.0001586
0.005,0,1,0,1.0321
0.005,0,2,7.8679e-267,1.4463
0.005,0,3,4.9886e-241,1.2033
0.005,0,4,2.1739e-221,1.2159
0.005,0,5,1.0145e-203,1.0512
0.005,0,6,2.9832e-186,0.88429
0.005,0,7,2.197e-170,1.6789e-05
0.005,0,8,3.3145e-155,1.1205e-05
0.005,0,9,7.0181e-140,1.0297e-05
0.005,0,10,4.7019e-126,6.702e-06
0.005,0,1,0,1.0611
0.005,0,2,3.5818e-273,25.0645
0.005,0,3,1.0201e-244,1.0003
0.005,0,4,2.1715e-221,1.2421
0.005,0,5,8.1361e-204,1.2638
0.005,0,6,2.7632e-187,4.6348e-05
0.005,0,7,1.0242e-170,3.7261e-05
0.005,0,8,8.4595e-156,2.1017e-05
0.005,0,9,3.7098e-141,1.3164e-05
0.005,0,10,4.7054e-127,1.4868e-05
0.005,0,1,0,1.0497
0.005,0,2,6.8554e-277,39.8114
0.005,0,3,3.67e-242,1.0085
0.005,0,4,5.4912e-223,1.194
0.005,0,5,2.4264e-204,1.1151
0.005,0,6,7.0441e-187,6.0739e-05
0.005,0,7,1.3681e-172,6.1019e-05
0.005,0,8,4.1911e-156,4.0769e-05
0.005,0,9,3.3524e-143,4.3675e-05
0.005,0,10,6.2493e-131,3.6609e-05
0.005,0,1,0,1.0261
0.005,0,2,7.5754e-275,6.8369
0.005,0,3,5.6305e-246,1.004
0.005,0,4,3.4735e-224,1.0519
0.005,0,5,7.767e-206,0.00015743
0.005,0,6,1.7966e-188,0.00015744
0.005,0,7,9.7983e-172,0.00014697
0.005,0,8,2.3808e-156,7.4453e-05
0.005,0,9,4.5654e-141,7.3747e-05
0.005,0,10,7.9996e-127,2.5048e-05
0.005,0,1,0,1.0184
0.005,0,2,1.4876e-269,1.2904
0.005,0,3,4.9221e-240,1.1617
0.005,0,4,3.7784e-221,1.0132
0.005,0,5,1.9213e-203,1.1317
0.005,0,6,3.0459e-186,3.0893e-05
0.005,0,7,5.3233e-170,3.1224e-05
0.005,0,8,2.0598e-155,2.4766e-05
0.005,0,9,6.0513e-140,1.9766e-05
0.005,0,10,9.2372e-126,1.2677e-05
0.005,0,1,0,1.0567
0.005,0,2,3.2135e-274,96.2364
0.005,0,3,9.333e-245,1.0281
0.005,0,4,6.62e-221,1.034
0.005,0,5,3.4919e-203,0.00030412
0.005,0,6,1.489e-186,0.00020353
0.005,0,7,6.997e-171,1.2081
0.005,0,8,1.6088e-156,5.4923e-05
0.005,0,9,5.3853e-141,4.6811e-05
0.005,0,10,3.5051e-126,3.9726e-05
0.005,0,1,0,1.0426
0.005,0,2,2.9642e-272,6.9403
0.005,0,3,8.9837e-246,1.1158
0.005,0,4,2.9614e-223,1.1898
0.005,0,5,1.208e-203,6.8546e-05
0.005,0,6,1.8323e-186,5.9426e-05
0.005,0,7,1.3882e-170,2.3982e-05
0.005,0,8,1.9525e-155,2.0815e-05
0.005,0,9,1.2753e-140,1.7348e-05
0.005,0,10,1.5599e-126,1.611e-05
0.005,0,1,0,1.0602
0.005,0,2,3.1911e-281,1.032
0.005,0,3,5.0442e-249,1.7669
0.005,0,4,1.2609e-228,1.6895
0.005,0,5,2.5953e-208,0.009353
0.005,0,6,9.8634e-193,0.0090914
0.005,0,7,1.858e-177,0.00094527
0.005,0,8,6.7281e-163,0.00097339
0.005,0,9,2.0534e-149,0.00097436
0.005,0,10,9.6791e-138,0.00095831
0.005,0,1,0,1.0261
0.005,0,2,1.4903e-270,17.2545
0.005,0,3,3.5546e-247,1.0209
0.005,0,4,6.0713e-222,1.1919
0.005,0,5,1.9198e-203,1.0344
0.005,0,6,1.0968e-187,1.2293
0.005,0,7,5.6543e-171,5.5863e-05
0.005,0,8,1.032e-156,5.9009e-05
0.005,0,9,4.624e-141,4.5154e-05
0.005,0,10,4.5318e-127,1.2051e-05
0.005,0,1,0,1.0122
0.005,0,2,1.9277e-266,6.8029
0.005,0,3,1.4401e-242,0.75513
0.005,0,4,2.5828e-221,1.0839
0.005,0,5,7.4595e-204,1.1079
0.005,0,6,1.2758e-185,1.0777
0.005,0,7,2.6177e-170,6.6374e-05
0.005,0,8,6.273e-155,2.5228e-05
0.005,0,9,7.5813e-140,1.6069e-05
0.005,0,10,8.4233e-125,1.4595e-05
0.005,0,1,0,1.0438
0.005,0,2,3.1589e-275,97.1918
0.005,0,3,4.7946e-245,1.0443
0.005,0,4,2.944e-221,1.4841
0.005,0,5,1.519e-202,0.86502
0.005,0,6,5.6201e-187,4.1302e-05
0.005,0,7,2.7372e-171,3.3939e-05
0.005,0,8,2.9436e-155,3.1564e-05
0.005,0,9,1.1015e-140,2.7483e-05
0.005,0,10,9.8285e-126,2.1619e-05
0.005,0,1,0,1.0431
0.005,0,2,2.7947e-265,1.0991
0.005,0,3,2.8014e-236,1.3533
0.005,0,4,1.4562e-216,1.3053
0.005,0,5,1.3816e-201,0.00038555
0.005,0,6,1.5953e-185,0.00034443
0.005,0,7,1.542e-173,0.00014218
0.005,0,8,7.6519e-160,9.6978e-05
0.005,0,9,4.5185e-147,9.2154e-05
0.005,0,10,1.6448e-133,7.2027e-05
0.005,0,1,0,1.0525
0.005,0,2,9.8612e-281,60.3399
0.005,0,3,3.5828e-246,1.0075
0.005,0,4,2.2924e-223,1.2952
0.005,0,5,4.3946e-205,1.0215
0.005,0,6,1.0707e-187,1.3458
0.005,0,7,1.3848e-171,3.9529e-05
0.005,0,8,5.0131e-156,1.3229e-05
0.005,0,9,7.4311e-141,1.4125e-05
0.005,0,10,7.281e-127,1.2771e-05
0.005,0,1,0,1.0679
0.005,0,2,1.6066e-279,300.2911
0.005,0,3,1.0248e-245,1.046
0.005,0,4,2.4797e-223,1.2378
0.005,0,5,1.0015e-204,1.2506
0.005,0,6,4.9916e-187,3.105e-05
0.005,0,7,8.8541e-172,2.652e-05
0.005,0,8,2.1613e-156,2.7341e-05
0.005,0,9,4.5029e-141,2.6831e-05
0.005,0,10,1.1229e-127,1.871e-05
0.005,0,1,0,1.0156
0.005,0,2,1.436e-270,1.7467
0.005,0,3,4.9773e-247,1.0004
0.005,0,4,6.5463e-227,0.89866
0.005,0,5,4.6503e-208,1.0834
0.005,0,6,8.1825e-189,1.0706
0.005,0,7,1.7658e-173,0.00016307
0.005,0,8,1.3628e-158,5.4204e-05
0.005,0,9,1.5157e-142,4.7801e-05
0.005,0,10,3.3744e-127,5.185e-05
0.005,0,1,0,1.0362
0.005,0,2,2.8644e-265,1.0652
0.005,0,3,1.1015e-236,3.9402
0.005,0,4,1.8804e-219,3.9863
0.005,0,5,2.5326e-203,0.000303
0.005,0,6,1.8986e-191,1.1178
0.005,0,7,1.4881e-174,0.0001715
0.005,0,8,1.8038e-159,4.2737e-05
0.005,0,9,1.233e-144,4.0245e-05
0.005,0,10,1.1466e-129,1.1668e-05
0.005,0,1,0,1.0454
0.005,0,2,4.2829e-277,15.6925
0.005,0,3,3.4163e-246,1.0064
0.005,0,4,3.5949e-222,1.2262
0.005,0,5,6.7282e-204,1.1197
0.005,0,6,2.388e-187,6.1141e-05
0.005,0,7,1.8214e-171,5.9264e-05
0.005,0,8,8.149e-156,6.5203e-05
0.005,0,9,8.5426e-141,3.6194e-05
0.005,0,10,2.7636e-126,2.7483e-05
0.005,0,1,0,1.0139
0.005,0,2,5.7394e-268,1.7766
0.005,0,3,1.1587e-241,1.0412
0.005,0,4,8.2052e-221,1.002
0.005,0,5,3.6925e-203,1.1663
0.005,0,6,1.3381e-187,5.1702e-05
0.005,0,7,8.1418e-171,2.5507e-05
0.005,0,8,7.5967e-155,7.5564e-06
0.005,0,9,1.3434e-140,7.5258e-06
0.005,0,10,1.8761e-126,7.476e-06
0.005,0,1,0,1.0337
0.005,0,2,9.1477e-261,1.0087
0.005,0,3,2.4804e-240,1.0173
0.005,0,4,5.5631e-220,1.02
0.005,0,5,3.7262e-203,0.75742
0.005,0,6,6.7239e-186,3.7452e-05
0.005,0,7,7.6531e-170,1.0307e-05
0.005,0,8,3.1132e-154,9.4818e-06
0.005,0,9,2.4432e-139,9.9021e-06
0.005,0,10,3.1591e-125,9.5156e-06
0.005,0,1,0,1.0773
0.005,0,2,9.3404e-264,1.7106
0.005,0,3,3.5516e-229,1.7041
0.005,0,4,3.6367e-212,1.4568
0.005,0,5,5.4494e-198,8.6999e-05
